   0.0000000e+00	  -6.6490000e+01	
   8.3333333e-02	  -6.5550000e+01	
   1.6666667e-01	  -6.5750000e+01	
   2.5000000e-01	  -6.7040000e+01	
   3.3333333e-01	  -6.9560000e+01	
   4.1666667e-01	  -7.2230000e+01	
   5.0000000e-01	  -7.3720000e+01	
   5.8333333e-01	  -7.4600000e+01	
   6.6666667e-01	  -7.3210000e+01	
   7.5000000e-01	  -7.2680000e+01	
   8.3333333e-01	  -7.0190000e+01	
   9.1666667e-01	  -6.8280000e+01	
   1.0000000e+00	  -6.6230000e+01	
   1.0833333e+00	  -6.5950000e+01	
   1.1666667e+00	  -6.6510000e+01	
   1.2500000e+00	  -6.7930000e+01	
   1.3333333e+00	  -6.9440000e+01	
   1.4166667e+00	  -7.1830000e+01	
   1.5000000e+00	  -7.3560000e+01	
   1.5833333e+00	  -7.3860000e+01	
   1.6666667e+00	  -7.3830000e+01	
   1.7500000e+00	  -7.2440000e+01	
   1.8333333e+00	  -6.9940000e+01	
   1.9166667e+00	  -6.8460000e+01	
   2.0000000e+00	  -6.6290000e+01	
   2.0833333e+00	  -6.5470000e+01	
   2.1666667e+00	  -6.6160000e+01	
   2.2500000e+00	  -6.7440000e+01	
   2.3333333e+00	  -6.9930000e+01	
   2.4166667e+00	  -7.2130000e+01	
   2.5000000e+00	  -7.3470000e+01	
   2.5833333e+00	  -7.4060000e+01	
   2.6666667e+00	  -7.3140000e+01	
   2.7500000e+00	  -7.2700000e+01	
   2.8333333e+00	  -7.0360000e+01	
   2.9166667e+00	  -6.8240000e+01	
   3.0000000e+00	  -6.7080000e+01	
   3.0833333e+00	  -6.5850000e+01	
   3.1666667e+00	  -6.6620000e+01	
   3.2500000e+00	  -6.7250000e+01	
   3.3333333e+00	  -6.9850000e+01	
   3.4166667e+00	  -7.1750000e+01	
   3.5000000e+00	  -7.3660000e+01	
   3.5833333e+00	  -7.4190000e+01	
   3.6666667e+00	  -7.4100000e+01	
   3.7500000e+00	  -7.2350000e+01	
   3.8333333e+00	  -7.0190000e+01	
   3.9166667e+00	  -6.7710000e+01	
   4.0000000e+00	  -6.6560000e+01	
   4.0833333e+00	  -6.6360000e+01	
   4.1666667e+00	  -6.6340000e+01	
   4.2500000e+00	  -6.7090000e+01	
   4.3333333e+00	  -6.9910000e+01	
   4.4166667e+00	  -7.1490000e+01	
   4.5000000e+00	  -7.3460000e+01	
   4.5833333e+00	  -7.3850000e+01	
   4.6666667e+00	  -7.4500000e+01	
   4.7500000e+00	  -7.2560000e+01	
   4.8333333e+00	  -7.0780000e+01	
   4.9166667e+00	  -6.7350000e+01	
   5.0000000e+00	  -6.6250000e+01	
